Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,GoogleIndex,DNS,DomainAge,DomainEnd,iFrame,Mouse_Over,Right_Click,Web_Forwards,count-,count@,count?,count%,count.,count=,count-http,count-https,count-www,count-digits,count-letters,Label
bafybeibiyalzwvmlisgut224jjcwotnkuezs7sdyzvishg43lzsx5l3gtm.ipfs.cf-ipfs.com,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,3,0,1,1,0,8,69,1
docs.google.com,0,0,1,5,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,2,3,1,1,0,14,136,1
ipfs.best-practice.se,0,0,1,2,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,2,0,1,1,0,11,75,1
hotm.art,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,2,16,1
site9613904.92.webydo.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,3,0,1,0,0,9,17,1
aruba.sys-auth-service.net,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,0,0,0,2,0,1,0,0,0,26,1
l.ead.me,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,0,1,1,0,0,17,1
new.express.adobe.com,0,0,0,2,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,3,0,1,1,0,3,40,1
docs.google.com,0,0,1,5,0,1,0,0,0,1,1,1,1,1,1,1,2,0,1,1,3,4,1,1,0,20,138,1
bafybeihehvn4zrkq557moqnj3pgwj5vepea7x3v5coirxwiz6qz4rvwe4m.ipfs.cf-ipfs.com,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,3,0,1,1,0,12,65,1
inc-101216.weeblysite.com,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,2,0,1,1,0,6,21,1
cloudflare-ipfs.com,0,0,1,2,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,10,75,1
drop-jasmy.com,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,16,1
shorturl.at,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,19,1
mail-101494.weeblysite.com,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,2,0,1,1,0,6,22,1
life-concil-wpqus.surge.sh,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,2,0,0,0,2,0,1,1,0,0,31,1
ipfs.eth.aragon.network,0,0,1,2,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,3,0,1,1,0,8,80,1
btinternet-109018.weeblysite.com,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,2,0,1,1,0,6,28,1
ipfs.eth.aragon.network,0,0,1,2,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,3,0,1,1,0,9,79,1
ipfs.best-practice.se,0,0,1,2,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,2,0,1,1,0,7,79,1
cloudflare-ipfs.com,0,0,1,2,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,18,67,1
gateway.ipfs.io,0,0,1,2,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,0,1,1,0,8,73,1
new.express.adobe.com,0,0,0,2,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,3,0,1,1,0,3,40,1
sobremesad397h.online,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,3,26,1
pub-209345b9157d410bab2467420066777d.r2.dev,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,3,0,1,1,0,27,27,1
dschindewolf.myportfolio.com,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,2,0,1,1,0,0,31,1
script.google.com,0,0,1,4,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,0,1,1,0,9,92,1
calinoukids.com,0,0,1,4,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,47,1
isitprivatelfr.firebaseapp.com,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,2,0,1,1,0,0,33,1
seespa-am-bodensee.de,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,2,0,0,0,1,0,1,1,0,0,23,1
coiinebasepr0lo-gin.godaddysites.com,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,2,0,1,1,0,1,37,1
ipfs.eth.aragon.network,0,0,1,2,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,3,0,1,1,0,8,80,1
bit.ly,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,2,18,1
outlook-100138.weeblysite.com,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,2,0,1,1,0,6,25,1
nftstorage.link,0,0,1,3,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,2,0,1,1,0,8,71,1
new.express.adobe.com,0,0,0,2,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,3,0,1,1,0,0,43,1
toll-5f0.web.app,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,2,0,1,1,0,2,16,1
cf-ipfs.com,0,0,1,2,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,11,53,1
my-loyola.com,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,2,0,1,0,1,0,18,1
docs.google.com,0,0,1,5,0,1,0,0,0,1,1,1,1,1,1,1,2,0,1,0,2,3,1,1,0,15,133,1
connectdappfix.pages.dev,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,2,0,1,1,0,0,27,1
security-page-community-standards.blogspot.com,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,3,0,0,0,2,0,1,1,0,0,46,1
wesley23-102961.weeblysite.com,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,2,0,1,1,0,8,24,1
site9615272.92.webydo.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,3,1,1,0,0,10,18,1
valid-pichincha.webcindario.com,0,0,1,2,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,3,0,1,1,0,0,61,1
hello-world-restless-cloud-79b9.mcaunter2244.workers.dev,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,4,0,0,0,3,0,1,1,0,7,47,1
sssogoodaaddyyccom.weebly.com,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,2,0,1,1,0,0,32,1
bafkreif4cwc5skxhke7mswto2y2ibgbdydrbrpi2gyjnwybhw3vb27ys3e.ipfs.cf-ipfs.com,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,3,0,1,1,0,10,67,1
sign-in-att-106831.weeblysite.com,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,3,0,0,0,2,0,1,1,0,6,27,1
nftstorage.link,0,0,1,2,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,0,4,65,1
erpf-eis.cfd,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,15,1
bov-signin.web.app,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,2,0,1,1,0,0,20,1
ipfs.eth.aragon.network,0,0,1,3,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,4,0,1,1,0,7,92,1
attcom-102882.weeblysite.com,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,2,0,1,1,0,6,24,1
telstra-104956.weeblysite.com,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,2,0,1,1,0,6,25,1
bt-105891.weeblysite.com,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,2,0,1,1,0,6,20,1
telstra-104968.weeblysite.com,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,2,0,1,1,0,6,25,1
issuses0ppl-n71rfwviwa.live-website.com,0,0,1,4,0,1,0,1,0,1,1,1,1,1,1,1,3,0,1,0,4,1,1,1,0,41,83,1
home4serve-105926.square.site,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,2,0,1,1,0,7,24,1
gedprefeituraimbituva.com.br,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,0,1,1,0,0,33,1
bafybeigrfuggitdgz5ohvmhsevtbcq3az7rjje7ovsjcns322ktuyjzm4q.ipfs.cf-ipfs.com,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,3,0,1,1,0,8,69,1
129.226.211.41,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,3,0,13,5,3,2,0,42,109,1
ipfs.io,0,0,1,2,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,13,61,1
attnet-104958.weeblysite.com,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,2,0,1,1,0,6,24,1
tinyurl.com,0,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,23,1
bafkreibl2cn2ygqgbxyh72qvpau6arovfafjmjzc7vwypnnwyyyhtdrclq.ipfs.cf-ipfs.com,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,3,0,1,1,0,6,71,1
bafkreiemgk7k5k57ogylay7eg23wzhuvetmv4zxxbwfufosb55hylscl44.ipfs.cf-ipfs.com,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,3,0,1,1,0,12,65,1
drooldirectory.com,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,22,1
mybill-web.com,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,17,1
koho.addwisers.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,0,1,0,0,0,20,1
cowboyboots.site,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,26,1
bsogenverif.firebaseapp.com,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,2,0,1,1,0,0,30,1
new.express.adobe.com,0,0,0,2,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,3,0,1,1,0,4,39,1
dropboxupload1.firebaseapp.com,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,2,0,1,1,0,1,32,1
ljdcfvthyj.pages.dev,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,2,1,1,1,0,33,32,1
env-3398182.clicketcloud.com,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,4,0,2,2,0,7,41,1
site9613602.92.webydo.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,3,1,1,0,0,10,18,1
bafybeifvzv3utxtaej74fmftag32jf2t6u7zv75qbojri4hagfwn5ecbpm.ipfs.cf-ipfs.com,0,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,3,0,1,1,0,12,65,1
sign-in-100857.weeblysite.com,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,2,0,0,0,2,0,1,1,0,6,24,1
ipfs.eth.aragon.network,0,0,1,3,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,3,0,1,1,0,12,88,1
docs.google.com,0,0,1,5,0,1,0,0,0,1,1,1,1,1,1,1,2,0,1,0,2,3,1,1,0,16,130,1
38493uui291oi119.hyperphp.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,2,0,1,0,0,11,20,1
voice-note-df868.web.app,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,2,0,0,0,2,0,1,1,0,3,22,1
svadba-na-kipre.com,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,2,0,0,0,2,0,1,1,0,0,34,1
technicalissuestobereslved.000webhostapp.com,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,3,0,1,1,0,3,50,1
cd-platmorm.web.app,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,3,0,1,1,0,0,29,1
cwu7w6.webwave.dev,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,0,1,1,0,2,19,1
shfragricole.firebaseapp.com,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,2,0,1,1,0,0,31,1
milliondollarmood-1320008508.cos.na-ashburn.myqcloud.com,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,2,0,0,0,5,0,1,1,0,10,66,1
controllowebapp.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,22,1
ionos.po039d0021.com,0,0,0,2,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,0,1,1,0,7,21,1
bafybeie3c5fmnf3xkm65adghkvyxjb634xam5j4r7r3mymzzt7lsokobba.ipfs.cf-ipfs.com,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,3,0,1,1,0,13,64,1
bafybeia4a57n4elyesqjzwbvkidvbledowwfdi3mt6vabduy3j6xw5p6be.ipfs.dweb.link,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,3,0,1,1,0,10,66,1
cloudflare-ipfs.com,0,0,1,3,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,2,0,1,1,0,15,88,1
cf-ipfs.com,0,0,1,2,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,12,52,1
Saks.kz,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,10,1
forms.office.com,0,0,1,2,0,1,0,0,0,1,1,1,0,1,1,0,4,0,1,0,3,2,1,1,0,17,169,1
pub-8d49eab441d74c60b78c09c26f00bace.r2.dev,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,4,0,1,1,0,32,87,1
129.226.211.41,0,0,1,3,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,14,13,9,3,2,0,89,241,1
flat-fire-7ec0.nluergriho8053.workers.dev,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,2,0,0,0,3,0,1,1,0,6,35,1
scdelsur.com.ar,0,0,0,3,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,3,0,1,1,1,0,32,1
rackserve-1.weebly.com,0,0,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,2,0,1,1,0,1,23,1
ipfs.eth.aragon.network,0,0,1,2,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,3,0,1,1,0,12,76,1
sumagayathri-999.github.io,0,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,2,0,1,1,0,3,32,1
cdcfl-zcmp.campaign-view.eu,0,0,1,2,0,1,0,1,0,1,1,1,1,1,1,1,2,0,1,0,2,6,1,1,0,58,94,1
bafybeihswiwzjygla4d5yupchteezg5enqy4npdrovg3sjbjuf7p64nbpa.ipfs.cf-ipfs.com,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,3,0,1,1,0,8,69,1
bafybeidjy52xng4pvpnhr6jmuasuezcbutonuniqcilannzkq7yhdcffgq.ipfs.cf-ipfs.com,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,4,0,1,1,0,5,80,1
new.express.adobe.com,0,0,0,2,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,3,0,1,1,0,2,41,1
pub-d0f1967a51f34a8c9a5eea137dcee527.r2.dev,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,3,0,1,1,0,19,35,1
attcom-104553.weeblysite.com,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,2,0,1,1,0,6,24,1
docs.google.com,0,0,1,5,0,1,0,0,0,1,1,1,1,1,1,1,2,0,1,0,2,3,1,1,0,14,139,1
mailibex0b.weeblysite.com,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,0,1,1,0,1,27,1
login-poocoin-platform-exch.blogspot.com,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,3,0,0,0,2,0,1,1,0,0,40,1
check-s.net,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,14,1
clouds-cake-4525.teairncakli.workers.dev,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,6,0,0,0,3,0,1,1,0,23,49,1
myksihnw.mypict1.com,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,0,1,1,0,1,22,1
cf-ipfs.com,0,0,1,2,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,7,57,1
ro12rq.hyperphp.com,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,2,0,1,0,0,2,19,1
courreils55.weebly.com,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,2,0,1,1,0,2,23,1
bafkreidph5q6ortgfvnx5szcysmvphljhqbldsjah3yt34gf6gq3gz3lra.ipfs.cf-ipfs.com,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,3,0,1,1,0,9,68,1
tqigecaayo.duckdns.org,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,0,1,0,0,0,24,1
bafybeicplneqzkcqdntopcubwtqvhkpy3k5mqzkpddf4w2tfzspbpptaau.ipfs.nftstorage.link,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,3,0,1,1,0,4,78,1
pub-2649145f05604c9eb304dd404188e017.r2.dev,0,0,1,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,3,0,1,1,0,26,28,1
cloudflare-ipfs.com,0,0,1,3,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,9,79,1
webmail-103803.weeblysite.com,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,2,0,1,1,0,6,25,1
bafkreibaqjo77yilg6r55qu6q3yd3dg5tnydlnvk56ywnhbh3xjc2wpacm.ipfs.cf-ipfs.com,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,3,0,1,1,0,13,64,1
pub-0cfe3415fa8c4bf1a3062aea01c52f88.r2.dev,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,3,0,1,1,0,22,30,1
hergzomei.web.app,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,2,0,1,1,0,0,20,1
