Domain,Have_IP,Have_At,URL_Length,URL_Depth,Redirection,https_Domain,TinyURL,Prefix/Suffix,GoogleIndex,DNS,DomainAge,DomainEnd,iFrame,Mouse_Over,Right_Click,Web_Forwards,count-,count@,count?,count%,count.,count=,count-http,count-https,count-www,count-digits,count-letters,Label
atwiki.jp,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,22,1,0,1,0,0,11,49,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,14,0,0,0,1,0,1,0,0,1,83,0
nguyentandung.org,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,12,0,0,0,2,0,1,0,0,0,71,0
motthegioi.vn,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,17,0,0,0,2,0,1,0,0,8,80,0
spankbang.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,2,69,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,13,1,1,0,0,27,109,0
mic.com,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,10,0,0,0,1,0,1,0,0,6,70,0
thenextweb.com,0,0,1,7,0,0,0,0,0,1,1,1,1,1,1,0,8,0,0,0,2,0,1,0,0,8,87,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,10,0,0,0,1,0,1,0,0,1,66,0
depositphotos.com,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,6,0,1,2,3,1,1,0,0,11,86,0
serverfault.com,0,0,1,3,0,0,1,0,1,1,1,1,1,1,1,1,8,0,0,0,1,0,1,0,0,5,70,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,5,0,0,0,1,0,1,0,0,4,70,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,9,0,0,0,1,0,1,0,0,0,79,0
nypost.com,0,0,1,4,0,0,1,0,1,1,1,1,1,1,1,1,7,0,1,0,1,1,1,0,0,8,71,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,21,52,0
sourceforge.net,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,2,1,0,0,0,75,0
babal.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,26,1,0,1,0,0,33,43,0
serverfault.com,0,0,1,3,0,0,1,0,1,1,1,1,0,1,1,0,10,0,0,0,1,0,1,0,0,6,74,0
cookpad.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,7,1,1,1,0,0,17,55,0
plarium.com,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,7,0,0,0,1,0,1,0,0,0,72,0
pikabu.ru,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,20,1,0,1,0,0,19,39,0
grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,8,0,0,0,1,0,1,0,0,4,84,0
allegro.pl,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,0,4,0,1,0,2,6,1,0,0,45,109,0
nguyentandung.org,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,13,0,0,0,2,0,1,0,0,0,73,0
allegro.pl,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,7,0,1,2,2,4,1,0,0,11,72,0
europa.eu,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,2,0,1,0,0,0,84,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,4,0,0,0,2,0,1,0,0,11,58,0
persianblog.ir,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,20,1,0,1,0,0,26,41,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,20,53,0
kenh14.vn,0,0,1,2,0,0,0,0,1,1,1,1,0,1,1,0,10,0,0,0,2,0,1,0,0,19,50,0
twitter.com,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,8,0,1,8,2,2,2,1,0,10,150,0
nesn.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,9,0,0,0,1,0,1,0,0,6,72,0
fishki.net,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,6,0,1,0,2,1,1,0,0,7,62,0
syosetu.com,0,0,1,3,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,3,2,6,1,0,0,15,58,0
akhbarelyom.com,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,2,0,0,20,2,0,1,0,0,28,55,0
allegro.pl,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,7,0,0,0,2,0,1,0,0,12,59,0
getpocket.com,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,2,2,2,0,0,0,77,0
mylust.com,0,0,1,3,0,0,1,0,1,1,1,1,1,1,1,1,8,0,0,0,1,0,1,0,0,6,66,0
censor.net.ua,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,2,0,1,0,0,7,99,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,13,0,0,0,1,0,1,0,0,5,81,0
genius.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,36,0,0,0,1,0,1,0,0,7,167,0
sourceforge.net,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,2,1,0,0,1,84,0
codecanyon.net,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,1,6,0,0,0,1,0,1,0,0,6,72,0
qz.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,9,0,0,0,1,0,1,0,0,6,62,0
kenh14.vn,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,15,0,0,0,2,0,1,0,0,25,65,0
uproxx.com,0,0,1,4,0,0,1,0,0,1,1,1,1,1,1,1,14,0,0,0,1,0,1,0,0,6,82,0
babal.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,60,1,0,1,0,0,73,70,0
mic.com,0,0,1,3,0,0,0,0,1,1,1,1,0,1,1,0,12,0,0,0,1,0,1,0,0,6,89,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,11,1,1,0,0,33,89,0
paytm.com,0,0,1,2,0,1,0,0,0,1,1,1,1,1,1,1,10,0,1,0,1,1,1,1,0,2,65,0
motthegioi.vn,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,16,0,0,0,2,0,1,0,0,6,80,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,15,1,1,0,0,33,103,0
thenextweb.com,0,0,1,6,0,0,0,0,0,1,1,1,0,1,1,0,7,0,0,0,2,0,1,0,0,8,86,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,12,0,1,0,0,12,72,0
genius.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,12,0,0,0,1,0,1,0,0,12,103,0
thenextweb.com,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,9,0,0,0,1,0,1,0,0,11,70,0
kienthuc.net.vn,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,12,0,0,0,3,0,1,0,0,10,59,0
sourceforge.net,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,2,1,2,1,0,0,2,107,0
nypost.com,0,0,1,4,0,0,1,0,0,1,1,1,1,1,1,1,7,0,0,0,1,0,1,0,0,8,59,0
ap.org,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,9,0,0,0,1,0,1,0,0,4,72,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,10,0,0,0,1,0,1,0,0,2,85,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,2,0,0,0,9,0,1,0,0,19,64,0
correios.com.br,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,10,0,0,0,2,0,1,0,0,0,99,0
web.de,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,14,0,0,0,1,0,1,0,0,8,130,0
noticias.uol.com.br,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,2,0,1,0,4,1,1,0,0,10,57,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,10,0,0,0,1,0,1,0,0,13,68,0
kenh14.vn,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,11,0,0,0,2,0,1,0,0,19,58,0
codecanyon.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,1,0,1,0,0,7,77,0
tunein.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,9,0,0,0,1,0,1,0,0,12,58,0
nguyentandung.org,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,12,0,0,0,2,0,1,0,0,0,69,0
kickass.to,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,9,0,0,0,2,0,1,0,0,14,68,0
weathernews.jp,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,3,3,1,0,0,17,63,0
atwiki.jp,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,22,1,0,1,0,0,21,39,0
plarium.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0,6,0,0,0,1,0,1,0,0,0,75,0
chaturbate.com,0,0,1,3,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,0,2,68,0
babal.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,12,0,0,120,1,0,1,0,0,142,125,0
sberbank.ru,0,0,1,9,0,0,0,0,0,1,1,1,1,1,1,1,2,0,0,0,1,0,1,0,0,0,100,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,14,1,1,0,0,35,89,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,8,1,1,0,0,27,80,0
pikabu.ru,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,23,1,0,1,0,0,24,40,0
mirtesen.ru,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,6,2,3,2,0,0,28,83,0
mirtesen.ru,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,7,3,3,2,0,0,41,73,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,22,51,0
jalopnik.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,10,0,0,0,1,0,1,0,0,7,79,0
techcrunch.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,12,0,0,0,1,0,1,0,0,10,82,0
twitter.com,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,1,98,2,1,2,1,0,135,133,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,8,1,1,0,0,30,79,0
thenextweb.com,0,0,1,6,0,0,0,0,0,1,1,1,0,1,1,0,7,0,0,0,2,0,1,0,0,8,98,0
arstechnica.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,10,0,0,0,1,0,1,0,0,6,84,0
tunein.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,12,0,0,0,1,0,1,0,0,36,71,0
torrentdn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,6,2,4,1,0,0,12,55,0
searchengineland.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,9,0,0,0,1,0,1,0,0,6,71,0
nesn.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,12,0,0,0,1,0,1,0,0,7,71,0
paytm.com,0,0,1,2,0,1,0,0,0,1,1,1,1,1,1,1,10,0,0,0,1,0,1,1,0,0,68,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,9,1,1,0,0,34,84,0
metro.co.uk,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,18,0,0,0,2,0,1,0,0,20,97,0
censor.net.ua,0,0,1,14,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,2,0,1,0,0,7,63,0
depositphotos.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,6,0,1,2,3,1,1,0,0,10,78,0
thenextweb.com,0,0,1,6,0,0,0,0,0,1,1,1,0,1,1,0,10,0,0,0,2,0,1,0,0,8,70,0
putlocker.is,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,11,0,0,0,2,0,1,0,0,0,74,0
tunein.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,5,0,0,0,1,0,1,0,0,32,53,0
lifehacker.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,10,0,0,0,1,0,1,0,0,11,71,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,7,0,1,0,0,14,60,0
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,1,1,1,1,10,0,0,0,1,0,1,0,0,5,68,0
buzzfil.net,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,11,0,0,0,2,0,1,0,0,3,64,0
censor.net.ua,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,2,0,1,0,0,6,96,0
ap.org,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0,9,0,0,0,1,0,1,0,0,4,72,0
akhbarelyom.com,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,2,0,0,20,2,0,1,0,0,30,53,0
sourceforge.net,0,0,1,3,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,4,1,2,1,0,0,6,125,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,4,0,0,0,1,0,1,0,0,4,64,0
jezebel.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,8,0,0,0,1,0,1,0,0,10,71,0
grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,8,0,0,0,1,0,1,0,0,3,72,0
gov.uk,0,0,1,3,0,1,0,0,0,1,1,1,1,1,1,1,10,0,0,0,2,0,1,1,1,0,87,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,12,0,0,0,1,0,1,0,0,2,83,0
bdnews24.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,9,0,0,0,1,0,1,0,0,10,75,0
web.de,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,7,0,0,0,1,0,1,0,0,9,80,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,3,0,0,1,2,0,1,0,0,10,63,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,10,1,1,0,0,35,76,0
twitter.com,0,0,1,1,0,1,0,0,0,1,1,1,1,1,1,1,11,0,1,5,2,2,2,1,0,5,169,0
seekingalpha.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,9,0,0,0,1,0,1,0,0,8,66,0
web.tv,0,0,1,8,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,2,75,0
indianexpress.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,10,0,0,0,1,0,1,0,0,2,88,0
web.de,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,9,0,0,0,1,0,1,0,0,10,85,0
olx.co.id,0,0,1,7,0,0,1,0,0,1,1,1,1,1,1,1,4,0,0,0,2,0,1,0,0,1,86,0
mylust.com,0,0,1,3,0,0,1,0,0,1,1,1,1,1,1,1,11,0,0,0,1,0,1,0,0,6,77,0
babal.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,3,0,0,44,1,0,1,0,0,54,58,0
techcrunch.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,14,0,0,0,1,0,1,0,0,8,82,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,22,51,0
kakaku.com,0,0,1,6,0,0,0,0,0,1,1,1,1,1,1,1,5,0,0,0,1,0,1,0,0,4,71,0
metro.co.uk,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,11,0,0,0,2,0,1,0,0,15,67,0
kienthuc.net.vn,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,17,0,0,0,3,0,1,0,0,12,77,0
web.de,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,5,0,0,0,1,0,1,0,0,8,73,0
thenextweb.com,0,0,1,6,0,0,0,0,0,1,1,1,0,1,1,0,17,0,0,0,2,0,1,0,0,10,112,0
gov.uk,0,0,1,3,0,1,0,0,0,1,1,1,1,1,1,0,6,0,0,0,2,0,1,1,1,0,74,0
olx.ua,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,14,2,0,1,0,0,22,66,0
olx.pl,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,2,0,1,0,0,10,64,0
babal.net,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,24,1,0,1,0,0,28,40,0
correios.com.br,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,8,0,0,0,2,0,1,0,0,0,83,0
myspace.com,0,0,1,5,0,1,0,0,0,1,1,1,1,1,1,1,6,0,0,0,1,0,1,1,0,7,68,0
indianexpress.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,9,0,0,0,1,0,1,0,0,0,75,0
web.de,0,0,1,5,0,0,0,0,0,1,1,1,0,1,1,0,7,0,0,0,1,0,1,0,0,9,83,0
olx.in,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,12,0,0,0,2,0,1,0,0,4,68,0
squarespace.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,14,0,0,0,1,0,1,0,0,6,108,0
privatbank.ua,0,0,1,4,0,1,0,0,0,1,1,1,0,1,1,0,4,0,0,0,1,0,1,1,0,0,78,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,20,53,0
tunein.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,1,0,1,0,0,30,48,0
thenextweb.com,0,0,1,6,0,0,0,0,0,1,1,1,0,1,1,0,6,0,0,0,1,0,1,0,0,8,62,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,10,1,1,0,0,35,88,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,21,52,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,2,2,0,1,0,0,20,109,0
xhamster.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,2,0,1,0,0,7,65,0
perezhilton.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,11,0,1,0,1,1,1,0,0,8,103,0
comicbook.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,0,11,0,0,0,1,0,1,0,0,8,69,0
paytm.com,0,0,1,8,0,1,0,0,0,1,1,1,1,1,1,1,2,0,1,0,4,1,1,1,0,3,79,0
grantland.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,19,0,0,0,1,0,1,0,0,2,125,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,20,53,0
thenextweb.com,0,0,1,6,0,0,0,0,0,1,1,1,0,1,1,0,10,0,0,0,2,0,1,0,0,10,74,0
icicibank.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0,5,0,0,0,2,0,1,0,0,0,80,0
deadspin.com,0,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,7,0,0,0,1,0,1,0,0,7,74,0
udn.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,2,0,0,54,1,0,1,0,0,68,69,0
bestblackhatforum.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,3,0,0,0,1,3,1,0,0,1,81,0
quizlet.com,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,0,1,11,3,1,3,3,0,21,88,0
depositphotos.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,6,0,0,0,2,0,1,0,0,8,64,0
pitchfork.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,11,0,0,0,1,0,1,0,0,4,95,0
emgn.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,8,0,0,0,1,0,1,0,0,1,73,0
katproxy.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,12,0,0,0,2,0,1,0,0,15,52,0
elitedaily.com,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,7,0,0,0,1,0,1,0,0,7,70,0
extratorrent.cc,0,0,1,3,0,0,0,0,0,1,1,1,1,1,1,1,2,0,0,2,2,0,1,0,0,21,69,0
pornsharing.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,10,0,0,0,1,0,1,0,0,5,76,0
thenextweb.com,0,0,1,7,0,0,0,0,0,1,1,1,0,1,1,0,6,0,0,0,2,0,1,0,0,8,72,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,24,49,0
atwiki.jp,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,22,1,0,1,0,0,29,31,0
codecanyon.net,0,0,1,4,0,0,0,0,0,1,1,1,0,1,1,1,4,0,0,0,1,0,1,0,0,10,64,0
interpark.com,0,0,1,2,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,5,6,1,0,0,26,88,0
gtbank.com,0,0,1,5,0,0,0,0,0,1,1,1,1,1,1,0,5,0,0,0,1,0,1,0,0,0,87,0
medium.com,0,1,1,2,0,1,0,0,0,1,1,1,1,1,1,1,4,1,1,0,1,1,1,1,0,9,73,0
torcache.net,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,13,1,1,0,0,30,97,0
correios.com.br,0,1,1,8,0,0,0,0,0,1,1,1,1,1,1,1,10,2,0,0,4,0,1,0,0,25,112,0
olx.pl,0,0,1,7,0,0,0,0,0,1,1,1,1,1,1,1,2,0,0,0,1,0,1,0,0,1,82,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,18,55,0
twitter.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,89,2,1,2,0,0,107,142,0
distractify.com,0,0,1,10,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,0,19,54,0
depositphotos.com,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,2,12,1,0,0,9,145,0
interpark.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,5,6,1,0,0,28,84,0
zozo.jp,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,1,8,1,0,0,15,68,0
persianblog.ir,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,16,1,0,1,0,0,20,39,0
onedio.com,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,10,0,0,0,1,0,1,0,0,6,78,0
hollywoodlife.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,11,0,0,0,1,0,1,0,0,8,89,0
fortune.com,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,12,0,0,0,1,0,1,0,0,8,79,0
ringring.vn,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,13,0,0,0,2,0,1,0,0,6,62,0
nguyentandung.org,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,14,0,0,0,2,0,1,0,0,3,69,0
buzzfil.net,0,0,1,4,0,0,0,0,0,1,1,1,1,1,1,1,10,0,1,0,2,1,1,0,0,5,88,0
thenextweb.com,0,0,1,6,0,0,0,0,0,1,1,1,0,1,1,0,7,0,0,0,2,0,1,0,0,8,95,0
fanpage.gr,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,5,0,0,62,1,0,1,0,0,35,111,0
